Data;MKT;SMB;HML;WML;RF;BBSA3;PETR4;CMIG4;PORT
2020-04-30;-0.031022521;-0.005690634;-0.006469343;-0.002498688;0.000123464;-0.0359;-0.0082;-0.0243;-0.023982954
2020-04-29;0.019992029;0.007708784;0.023799811;-0.017083623;0.000125772;0.0144;0.0551;0.0388;0.034365275
2020-04-28;0.035840463;0.008792141;0.00043916;0.012742855;0.000127309;0.1343;0.0486;0.0661;0.086644935
2020-04-27;0.037873041;-0.001400258;-0.013680568;0.001207091;0.000129999;0.0572;0.0313;0.0062;0.032654156
2020-04-24;-0.053610515;-0.013846382;-0.015136432;-0.008353621;0.000129999;-0.1337;-0.059;-0.1109;-0.10439406
2020-04-23;-0.012407858;0.005797132;0.010153472;-0.005871758;0.000126925;-0.0281;0.0119;-0.0287;-0.016682938
2020-04-22;0.023460308;0.025177142;0.004347306;0.034121126;0.000126925;-0.0045;0.0502;0.0072;0.01529213
2020-04-20;0.000943671;0.003304319;-0.021914339;0.033972446;0.000131535;-0.0199;-0.0112;-0.0072;-0.013134014
2020-04-17;0.011391506;0.001616067;-0.003635033;0.00302732;0.000134989;0.0271;0.0261;0.0036;0.018965351
2020-04-16;-0.013128459;0.00141064;0.002002865;0.009993222;0.000135756;-0.0287;-0.0403;0.0054;-0.020686571
2020-04-15;-0.011748869;0.019447841;0.001103986;-0.006398877;0.000135756;-0.0185;-0.0209;0.011;-0.009350047
2020-04-14;0.014011192;0.007698808;-0.007773237;-0.000889508;0.000136139;-0.001;-0.0118;0.048;0.012219342
2020-04-13;0.013174769;0.003927327;0.012693604;-0.020423736;0.00013729;0.0199;0.0065;0.0337;0.020614582
2020-04-09;-0.01170667;0.026292242;0.00863083;-0.016779941;0.000138056;-0.0027;-0.0289;0.0349;0.002241387
2020-04-08;0.029483704;-0.00282703;0.00122948;0.017975487;0.000138056;0.0192;0.0561;0.0231;0.031218802
2020-04-07;0.031909317;0.020332517;0.004542284;0.019552547;0.000139206;0.047;0.0399;0.0193;0.035691762
2020-04-06;0.058032569;-0.028083675;-0.032444764;0.034075659;0.000139973;0.0925;0.028;0.0686;0.065789306
2020-04-03;-0.036573496;0.00103128;0.00375675;0.003670197;0.000140356;-0.0563;-0.011;-0.031;-0.034698314
2020-04-02;0.01573739;-0.023425309;-0.022227112;-0.013242193;0.000140356;0.0116;0.0846;-0.0259;0.02028428
2020-04-01;-0.028306402;-0.015834548;-0.010129593;-0.012893334;0.000141888;-0.0423;0.0222;-0.0532;-0.027205421
2020-03-31;-0.023292808;-0.024389978;0.00730063;-0.027828937;0.000141888;-0.0379;0.0456;-0.022;-0.008341441
2020-03-30;0.013715901;-0.018602744;0.005628874;-0.017862996;0.000142271;0.0266;0.006;-0.0119;0.007765909
2020-03-27;-0.049494814;0.035246175;0.018713374;-0.021479627;0.000142271;-0.0738;-0.0757;-0.0783;-0.075853907
2020-03-26;0.041772105;0.022958096;0.020260926;0.002681032;0.000141888;0.0503;0.0049;0.1024;0.054505112
2020-03-25;0.0703253;0.047993615;-0.002182916;0.007323951;0.000141122;0.12;0.0808;0.0803;0.09536329
2020-03-24;0.080376066;-0.011153817;-0.026304536;0.037022341;0.000141505;0.1713;0.1522;0.029;0.118253493
2020-03-23;-0.052980769;-0.012864415;-0.020866908;0.025486968;0.000140739;-0.1004;-0.0417;-0.0838;-0.077810534
2020-03-20;-0.014221048;-0.01456671;-0.034506537;0.009467353;0.000141888;-0.0379;-0.0172;-0.0578;-0.038530575
2020-03-19;0.022901727;0.02968071;-0.028124738;0.0674797;0.000142271;-0.0391;0.0815;0.0298;0.018924851
2020-03-18;-0.101505756;-0.075897507;-0.006953418;-0.037366152;0.000144567;-0.165;-0.1315;-0.0752;-0.125295561
2020-03-17;0.046467327;-0.054743946;-0.027876183;-0.017934116;0.000141505;0.0484;-0.0069;0.0645;0.03771315
2020-03-16;-0.132339135;-0.002875254;0.048809879;-0.035605967;0.000144185;-0.1669;-0.15;-0.1127;-0.143899909
2020-03-13;0.133452311;-0.041211531;-0.023931667;0.034035333;0.000156031;0.1677;0.2222;0.1426;0.175150336
2020-03-12;-0.147191092;-0.009176329;0.002396569;-0.038924187;0.000163656;-0.1322;-0.205;-0.1933;-0.173738518
2020-03-11;-0.070370249;0.019095279;0.005783107;-0.001246214;0.000159083;-0.0863;-0.0974;-0.098;-0.09342923
2020-03-10;0.064868376;0.0011345;-0.014750496;0.021367081;0.000155268;0.0526;0.0941;0.0266;0.055974284
2020-03-09;-0.114833869;-0.026185147;-0.005356222;-0.0333829;0.000156413;-0.1104;-0.297;-0.1011;-0.161490583
2020-03-06;-0.039275102;0.00164061;-0.014416713;-0.016225701;0.000154505;-0.0188;-0.0973;-0.0469;-0.050978708
2020-03-05;-0.045975331;-0.022059247;0.006404929;-0.012483306;0.00015565;-0.0591;-0.0595;-0.0471;-0.055210617
2020-03-04;0.020004906;-0.008794726;0.019919649;-0.005275353;0.000155268;0.0011;0.0322;0.0455;0.024953042
2020-03-03;-0.008381669;-0.005477588;0.002876701;0.005864061;0.000157939;-0.0293;-0.0181;0.0025;-0.015432419
2020-03-02;0.026417378;0.013832876;0.006331889;0.003372988;0.000159845;0.0062;0.047;0.03;0.025994041
2020-02-28;0.008909846;-0.018365234;-0.01252748;-0.004005518;0.000160989;0.0234;0.0016;0.0186;0.015466327
2020-02-27;-0.028316645;-0.006278044;0.002979551;-0.003819801;0.00016137;0.0124;-0.0347;-0.0105;-0.008923355
2020-02-26;-0.06616424;-0.015218757;-0.009062596;-0.006784767;0.000160989;-0.0729;-0.1005;-0.0742;-0.0813499
2020-02-21;-0.005836812;0.001099141;0.000841025;6.02283E-05;0.00016137;0.0008;-0.0261;0.0249;0.001031832
2020-02-20;-0.014590717;0.010338529;0.002086123;-0.002764191;0.00016137;-0.0103;-0.0206;-0.0255;-0.01836517
2020-02-19;0.013175567;0.004081446;-0.000779697;0.006717932;0.00016137;0.0024;0.0269;-0.0048;0.007112286
2020-02-18;-0.002619599;0.007769606;0.005511555;0.00108465;0.00016137;0.0096;0.0133;-0.0012;0.007069603
2020-02-17;0.007732353;-0.001177317;-0.003387054;0.009041637;0.00016137;-0.015;-0.002;0.0172;-0.000476121
2020-02-14;-0.010055782;0.003934185;-0.004252182;0.003540522;0.00016137;-0.0191;-0.0101;0.0025;-0.009276096
2020-02-13;-0.007682806;0.002950459;-0.000650869;0.003549481;0.00016137;-0.0155;-0.0136;-0.0193;-0.016216603
2020-02-12;0.010755583;-0.005152674;-0.002498394;0.008005301;0.00016137;0.0058;0.022;0.0012;0.008969559
2020-02-11;0.025035992;0.002803946;0.001527322;0.009064745;0.00016137;0.045;0.012;0.0286;0.029941434
2020-02-10;-0.01150039;-0.020870844;-0.005923681;-0.011225931;0.00016137;-0.0099;0.0069;-0.036;-0.013732803
2020-02-07;-0.012908573;-0.006877344;-0.00270677;-0.000818582;0.00016137;0.001;-0.0086;-0.0314;-0.012603165
2020-02-06;-0.008106854;-0.007690595;-0.005914696;-0.000959083;0.00016137;-0.0169;0.0278;-0.0182;-0.004351558
2020-02-05;0.002958261;-0.002692978;0.004686517;-0.004235343;0.000162894;0.0446;-0.0084;0.0391;0.027371145
2020-02-04;0.006983153;0.004764165;0.001489803;0.001068803;0.000163275;-0.0109;0.016;0.012;0.004556598
2020-02-03;0.008001451;0.017792307;0.004891272;0.004246723;0.000164418;0.0049;-0.0095;0.0158;0.004356138
2020-01-31;-0.016618786;-0.005746336;0.000825623;0.007069818;0.00016556;-0.0253;-0.0169;-0.0156;-0.019622534
2020-01-30;-0.00229856;-0.01485315;-0.000313755;0.007513439;0.00016556;0.0069;0.0031;-0.0142;-0.001246751
2020-01-29;-0.008163985;-0.007533829;0.000882514;0.005929559;0.00016556;-0.0246;0.0017;-0.0059;-0.010719607
2020-01-28;0.016707024;-0.006146321;-0.007658185;0.014686354;0.00016594;0.0082;0.0275;0.0179;0.017043191
2020-01-27;-0.031027831;-0.005197447;-0.004298581;0.003240578;0.000166321;-0.0098;-0.0433;-0.0142;-0.020998226
2020-01-24;-0.00845784;-0.000308606;-0.007451879;-0.001909532;0.000167463;-0.0132;-0.0101;0.0107;-0.004321922
2020-01-23;0.008996638;0.000773313;0.000778507;0.00582776;0.000167463;0.0562;0.0106;0.0145;0.029036923
2020-01-22;0.009390406;-0.007367349;-0.000894054;-0.00878532;0.000167082;0.0079;-0.0111;-0.0108;-0.003860229
2020-01-21;-0.012028526;0.006477982;0.003732409;0.010508841;0.000167843;-0.0289;-0.0127;-0.0118;-0.018487059
2020-01-20;0.004219548;0.007460526;-0.003079613;0.001283686;0.000168224;-0.0064;0.005;-0.0151;-0.005993087
2020-01-17;0.011273321;-0.007210734;-0.004327971;-0.00335343;0.000168604;0.0135;0.0112;0.0094;0.011463438
2020-01-16;0.003319331;-0.001382134;0.003469502;-0.003587446;0.000168604;0.0045;-0.001;0.0059;0.003369931
2020-01-15;-0.008953511;0.013304047;-0.000984172;-0.0057923;0.000168984;-0.0183;-0.015;-0.007;-0.01356967
2020-01-14;0.002443075;0.005891946;-0.004857791;0.007612701;0.000169365;-0.0054;-0.0109;0.0107;-0.001623262
2020-01-13;0.015545032;-0.002338186;7.05905E-05;0.006866666;0.000170125;0.0112;0.002;0.028;0.014135791
2020-01-10;-0.00167559;0.005098908;0.008152428;0.006591189;0.000170125;-0.0235;-0.0043;0.0149;-0.005105895
2020-01-09;-0.002957819;-0.001638652;-0.005643913;0.013609732;0.000170125;-0.0203;-0.0033;-0.0086;-0.011457213
2020-01-08;-0.003618484;-0.006704244;-0.005816313;-0.001054533;0.000170125;-0.0091;-0.0062;0.0277;0.004025965
2020-01-07;-0.00191529;0.002034668;-0.00142223;0.007399117;0.000170505;-0.0075;-0.0039;0.0366;0.008265982
2020-01-06;-0.006355163;0.009791183;0.006454199;-0.001847595;0.000170886;-0.0132;0.0118;0.0146;0.003340377
2020-01-03;-0.003681419;0.009654195;0.002133276;0.010171111;0.000170886;-0.0017;-0.0081;-0.0105;-0.006496183
2020-01-02;0.022678543;-0.000819702;-0.003548538;0.000439093;0.000171266;0.0186;0.0172;0.0066;0.014187836
2019-12-30;-0.007165455;0.00808556;0.007626637;0.004418271;0.000171266;-0.0028;-0.0111;0.0066;-0.002072912
2019-12-27;-0.003355275;0.006785101;0.004181001;-0.000961922;0.000171266;-0.0043;0.001;0;-0.001325378
2019-12-26;0.012212158;0.01292378;0.005767593;-0.007780569;0.000171266;0.0114;0.0134;0.0204;0.014985035
2019-12-23;0.007997803;0.013647474;0.008685898;-0.006510383;0.000171266;0.0302;0.0079;0.0027;0.014543932
2019-12-20;0.001629153;-0.00230242;0.003704606;-0.010590712;0.000171266;-0.002;-0.0114;-0.0027;-0.004963732
2019-12-19;0.006844499;-0.00388213;0.000822943;0.002135534;0.000171266;0.0103;0.0023;0.0096;0.007742875
2019-12-18;0.01413649;-0.004932632;-0.005786388;0.002512191;0.000171266;0.0345;0.0231;0.0041;0.021041648
2019-12-17;0.004756898;-0.004217525;-0.004998759;-0.010111896;0.000171266;0.0226;0.015;0.0069;0.015152102
2019-12-16;-0.005022932;0.01129816;-0.001633065;-0.001707046;0.000171266;-0.0136;-0.019;0.03;-0.000614818
2019-12-13;0.005253056;0.010014497;0.0025098;-0.002727209;0.000170886;-0.0078;-0.032;0;-0.012224879
2019-12-12;0.011505989;0.003874967;-0.001749858;-0.009830443;0.000170886;0.0259;0.0188;0.0014;0.01565991
2019-12-11;0.004079708;0.005413051;0.000868727;0.003582548;0.000172406;-0.0015;-0.0013;0.0204;0.005868228
2019-12-10;-0.002939952;0.012339531;0.010495707;0.002129972;0.000173546;-0.0144;0.0076;-0.0101;-0.006575139
2019-12-09;-0.000490417;0.007865857;0.002714594;-0.00557768;0.000173546;0.0031;-0.0046;-0.0114;-0.003976386
2019-12-06;0.005328776;0.009132497;0.005206861;0.002412779;0.000175445;-0.0041;0.01;-0.0043;-7.16471E-05
2019-12-05;0.003782411;0.001365112;-0.004139284;0.002424969;0.000177343;-0.0086;0.0131;0.0159;0.005880419
2019-12-04;0.013344065;0.005800119;0.001620749;-0.004600895;0.000177723;0.0145;0.0235;0.0043;0.013709178
2019-12-03;0.000574737;-0.009434436;0.015969012;0.019928876;0.000178861;0.0202;-0.0031;-0.0129;0.002384239
2019-12-02;0.004358367;-0.005929947;0.008650817;0.004254301;0.000179999;-0.0079;-0.0027;-0.0043;-0.005188079
2019-11-29;-4.68103E-05;-0.002932636;-0.002447112;0.002660295;0.000180758;0.0044;-0.0129;0.0174;0.003714854
2019-11-28;0.00541602;0.001503966;0.00410132;0.009281972;0.000181137;0.0055;0.0068;0.0132;0.008447796
2019-11-27;0.005848729;-0.010187921;-0.00631912;-0.008032352;0.000181895;0.0291;0.0048;-0.0029;0.011360981
2019-11-26;-0.012511444;0.006426772;0.001682192;0.000590435;0.000182274;-0.0129;-0.0182;-0.0087;-0.013037353
2019-11-25;-0.00185231;0.005795392;-0.001947454;-0.003310869;0.000181895;-0.0032;-0.0083;-0.0072;-0.006016396
2019-11-22;0.009842988;0.000571038;0.000690571;0.005752438;0.000182653;0.016;0.0044;0.0236;0.015167824
2019-11-21;0.015104095;-0.004201827;0.002196649;-0.004420791;0.000182653;0.0129;0.0372;0.003;0.016652949
2019-11-19;-0.003205961;0.003957041;-0.002642671;-0.003438131;0.00018379;-0.0046;-0.0103;-0.0029;-0.005688017
2019-11-18;-0.001441537;0.001519344;-0.003986543;-0.001626684;0.000184548;-0.011;-0.0075;-0.0216;-0.013521725
2019-11-14;0.004218472;0.012531169;0.009509974;0.019128149;0.000185685;0.0122;-0.0201;0.0014;-0.000786003
2019-11-13;-0.006294289;0.002898943;-0.003413361;-0.00015079;0.000185685;-0.0165;-0.004;-0.0043;-0.008797265
2019-11-12;-0.014363747;0.005182781;0.009249767;-0.011130787;0.000186063;-0.011;-0.0076;-0.017;-0.012015305
2019-11-11;0.006618605;-0.004160016;-0.009356442;0.005292817;0.000186442;0.0051;0.0143;0.0028;0.007004256
2019-11-08;-0.016976867;0.001245401;0.001215342;-0.004197588;0.000187578;-0.0141;-0.0285;-0.0112;-0.017314233
2019-11-07;0.010356904;-0.005108892;-0.000605822;-0.004906711;0.000187578;0;0.0401;0.0085;0.014483652
2019-11-06;-0.000277965;0.007176739;-0.004141197;0.000560953;0.000187956;-0.0067;0.002;-0.0098;-0.005207997
2019-11-05;-0.002515057;-0.007569862;-0.004940836;-0.008520244;0.000188335;0.0063;-0.0234;-0.0124;-0.008567867
2019-11-04;0.004028901;0.011453577;0.011870198;-0.009756643;0.000189092;-0.0056;-0.0023;0;-0.00277231
2019-11-01;0.008993088;0.009109091;0.002909889;-0.000685258;0.000189849;-0.0039;0.0013;-0.0163;-0.006528821
2019-10-31;-0.00973047;0.004087606;0.003480301;0.001878109;0.000189849;-0.0257;0.0103;0.0082;-0.003928696
2019-10-30;0.008003508;-0.002003574;0.004876876;0.012148296;0.00018947;0.0156;0.0087;0.021;0.015398509
2019-10-29;-0.005079257;-0.000323808;0.003281598;0.004311838;0.000190605;-0.0027;0.0074;0;0.001134629
2019-10-28;0.007240552;-0.002799821;0.005645234;0.005956333;0.000190605;0.0222;0.012;0.0085;0.014664568
2019-10-25;-0.001302357;-0.002699045;-0.002128555;-0.00833047;0.000192874;0.0091;0.0328;-0.0248;0.004667576
2019-10-24;-0.003702683;0.000554772;-0.008864053;-0.0027716;0.000194008;-0.0063;-0.0218;-0.0055;-0.010534682
2019-10-23;0.000927981;-0.003907918;-0.002517697;-0.003679633;0.000195142;0.0042;0.0133;-0.0095;0.002269934
2019-10-22;0.009926576;0.005685932;0.005703559;0.003556385;0.000195898;0.0216;0.0288;0;0.016481119
2019-10-21;0.010186838;0.003314587;0.00181405;-0.006413821;0.000196276;0.0074;0.0062;0.0027;0.005482637
2019-10-18;-0.001846166;0.001456014;0.00487379;0.009132333;0.000197786;0.0256;-0.0022;-0.0187;0.002738769
2019-10-17;-0.003386573;0.004084886;0.004768237;0.001487752;0.000198164;-0.002;-0.0097;0.0054;-0.001766245
2019-10-16;0.008545755;-0.005848711;-0.002073019;0.003533458;0.000199297;0.014;0.012;-0.004;0.007410798
2019-10-15;0.001236377;-0.007380421;-0.006210013;-0.003525615;0.000200806;-0.0138;0.0106;0.0013;-0.001673097
2019-10-14;0.004352549;0.007573825;0.005742632;0.011094651;0.000201183;-0.0051;0.0018;0;-0.001393647
2019-10-11;0.018661777;-0.007443739;-0.006991012;0.002930608;0.000202692;0.0187;0.0194;0.0149;0.017634877
2019-10-10;0.003587006;0.001911736;0.004503192;-0.008131938;0.000202692;0.0045;0.0083;-0.0094;0.000963877
2019-10-09;0.011357789;0.002937633;0.00114248;0.001935109;0.000203824;0.0277;0.0192;0;0.015985155
2019-10-08;-0.006996925;0.001085583;0.002012702;0.002804439;0.000204578;-0.018;-0.0057;0.0013;-0.007985398
2019-10-07;-0.019145746;0.005335219;-0.005948644;-0.005963311;0.000205708;-0.0395;-0.0128;-0.012;-0.022566025
2019-10-04;0.010783207;-0.002739113;-0.002765578;0.000342995;0.000207215;0.0068;-0.0086;0.0013;0.000491444
2019-10-03;0.004030489;0.000918508;0.00267966;0.006207156;0.000207969;0.0431;0.0007;-0.0106;0.012860753
2019-10-02;-0.027286418;0.003579535;-0.006996395;0.005923465;0.000207969;-0.034;-0.0287;-0.0294;-0.030925239
2019-10-01;-0.006954446;0.002498782;-0.004048527;-0.001112784;0.000207969;-0.0119;-0.0015;0.013;-0.000567961
2019-09-30;-0.002627606;0.002353332;0.002416074;0.005462781;0.000207969;0.0033;-0.004;0.0158;0.00535229
2019-09-27;-0.002566457;-0.003022631;-0.00495199;-0.001714448;0.000207969;-0.0081;-0.0014;0;-0.003450345
2019-09-26;0.007418894;-0.002407535;0.000258182;0.005666663;0.000207969;0.0037;0.0132;0.0147;0.010130879
2019-09-25;0.004163224;-0.002449747;-0.004786349;-0.001461433;0.000208345;-0.0065;0.0026;-0.0106;-0.00522562
2019-09-24;-0.006624775;-0.000272713;-0.00426402;0.001276761;0.000208345;-0.0305;-0.0076;-0.0105;-0.017173145
2019-09-23;-0.001328497;-0.000545138;-0.001682702;-0.005360738;0.000208345;-0.0048;0.0178;-0.0065;0.001196343
2019-09-20;0.002415681;-0.00599225;-0.012399292;-0.006086882;0.000208345;0.0158;-0.0106;-0.0039;0.001556767
2019-09-19;-0.000890458;-0.001249052;-0.002124087;0.011775935;0.000208345;-0.026;0.0026;0.0026;-0.008147025
2019-09-18;-0.001089015;0.005520459;-0.004696537;-0.003637626;0.000209099;0.0152;-0.017;-0.0077;-0.001795896
2019-09-17;0.009527322;-0.002198015;0.00352294;0.007537453;0.000210228;0.0139;-0.0132;0.0211;0.008432586
2019-09-16;0.00128322;-0.007388835;-0.008195564;-0.008842668;0.000211357;-0.0104;0.0439;-0.0219;0.00153188
2019-09-13;-0.008731199;-0.00067031;-0.004346953;0.002250755;0.000212862;-0.0179;-0.0067;-0.0177;-0.014580386
2019-09-12;0.00762356;-0.005537155;0.003118683;-0.007716844;0.000213238;0.0051;0.0071;-0.0025;0.003144014
2019-09-11;0.006797055;0.007654541;-0.001996448;0.021125644;0.000214367;-0.0238;-0.0085;0.0232;-0.003667937
2019-09-10;-0.002441251;0.004062873;0.001389279;-0.01086614;0.000215119;-0.0168;0.0063;-0.0051;-0.006185569
2019-09-09;0.000158522;7.25444E-05;0.000146326;-0.028121267;0.000216246;0.0124;0.0155;-0.0164;0.003687008
2019-09-06;0.004631787;0.001302015;0.001518479;-0.003926875;0.000217374;0.0407;0.0049;-0.0075;0.014213495
2019-09-05;0.008401654;-0.005794711;0.00181322;0.009128916;0.000218125;0.0349;0.005;0.0088;0.017503953
2019-09-04;0.013190102;-0.01498947;-0.010050085;-0.01057253;0.000219252;0.0237;0.0258;0.0064;0.018535233
2019-09-03;-0.0086806;0.006557012;-0.004726213;-0.017839903;0.000220003;-0.0186;0.0119;-0.02;-0.010209093
2019-09-02;-0.004470837;0.002551049;0.007278575;0.005921316;0.00022113;-0.0128;-0.0078;0.0088;-0.00413783
2019-08-30;0.007982372;0.017671276;0.012781348;0.000969227;0.00022188;0.0257;0;0.0219;0.016967433
2019-08-29;0.023002576;0.00803897;0.001531182;-0.007969026;0.000222631;0.0243;0.037;0.0305;0.030058043
2019-08-28;0.009376358;0.006903419;0.001450654;-0.004702097;0.000223006;-0.0083;0.0103;-0.0296;-0.0100078
2019-08-27;0.007822613;0.000582966;-4.69759E-06;0.008566367;0.000223006;-0.008;0.0159;0.0052;0.003347473
2019-08-26;-0.012550483;-0.01159715;-0.012010434;-0.000373213;0.000223006;-0.0047;-0.0132;-0.0128;-0.009872435
2019-08-23;-0.022214966;-0.002766173;-0.007821213;-0.000145139;0.000223006;-0.0364;-0.0373;-0.0309;-0.03482551
2019-08-22;-0.011735408;0.012296452;0.006009598;-0.006408677;0.000223381;-0.0055;-0.009;-0.0229;-0.012324575
2019-08-21;0.018827204;0.002445376;0.014887827;0.008336738;0.000223757;0.0572;0.0595;0.0415;0.052627394
2019-08-20;-0.002828391;-0.013547532;-0.013037753;0.005045303;0.000224132;-0.0009;-0.0004;0.0013;-2.04312E-05
2019-08-19;-0.004093966;-0.005137938;-0.003299972;0.004732531;0.000224507;-0.0197;0.005;0.014;-0.001277354
2019-08-16;0.006826812;-0.010885451;-0.005680015;0.000483193;0.000224882;-0.0026;-0.0132;0.0303;0.005303306
2019-08-15;-0.013813216;-0.021072198;-0.014075987;0.008207239;0.000225257;-0.0009;-0.0277;-0.0269;-0.017362324
2019-08-14;-0.026466727;0.002833761;-0.009885298;0.003475731;0.000225257;-0.0349;-0.0337;-0.0225;-0.030412404
2019-08-13;0.011963887;0.004598023;0.001245875;-0.004621861;0.000225632;0.0117;0.0134;0.0217;0.015531701
2019-08-12;-0.019937979;0.007686072;-0.000595442;0.000400721;0.000226007;-0.0339;-0.024;-0.0051;-0.021411372
2019-08-09;-0.000221861;-0.008516051;-0.027796701;-0.008707223;0.000226007;-0.0031;-0.0027;0.0064;0.000187239
2019-08-08;0.011422049;0.007464408;0.005108522;0.006077152;0.000226382;0.0072;0.0293;0.0358;0.023165157
2019-08-07;0.006114671;0.002376823;0.005817413;0.002247163;0.000226757;-0.001;-0.0108;-0.0346;-0.015061807
2019-08-06;0.01928575;-0.001697507;0.000972643;0.013184863;0.000226757;0.0136;0.0129;0.0317;0.019438411
2019-08-05;-0.02279586;0.007406829;7.78195E-05;0.002701165;0.000227131;-0.0187;-0.0366;-0.0207;-0.024566352
2019-08-02;0.005347767;-0.005505981;0.004728385;0.005918655;0.000227506;0.0002;0.0359;-0.0013;0.010067781
2019-08-01;0.003710574;-0.008827098;-0.001755694;0.013673916;0.000227506;-0.0095;-0.0184;0.0171;-0.003205874
2019-07-31;-0.00896676;-0.002376218;-0.000765179;0.003399795;0.000231253;-0.0144;-0.0061;-0.0026;-0.008050605
2019-07-30;-0.003841941;0.007996817;0.004670368;0.00824889;0.000231627;-0.0101;-0.0053;0.0093;-0.002230269
2019-07-29;0.007232188;-0.004623333;0.001283152;0.005267869;0.00023275;0.009;0.0092;-0.0053;0.004284798
2019-07-26;0.002102564;-0.004688867;-0.001156898;0.002735365;0.000233499;-0.0024;-0.0279;0.004;-0.007669757
2019-07-25;-0.009842082;0.002469327;-0.013065153;-0.011542607;0.000233873;-0.0422;-0.0168;-0.0117;-0.024642199
2019-07-24;0.002377771;-0.013818083;-0.012690566;-0.007112822;0.000234247;0.0181;-0.0062;-0.0154;-0.000139713
2019-07-23;-0.001862189;0.006531203;0.009412827;0.007978508;0.000235369;-0.0117;0.0011;0.0013;-0.003643098
2019-07-22;0.003112721;-0.009181326;-0.006482127;0.002031208;0.000236491;0.0002;0.0018;-0.0051;-0.001104427
2019-07-19;-0.011733823;-0.002072248;-0.004723448;0.001063171;0.000237987;-0.0125;-0.0025;-0.0238;-0.013367564
2019-07-18;0.008035921;-0.000689661;0.002552387;0.009677198;0.000238735;0.017;-0.0061;-0.0087;0.001712419
2019-07-17;0.0009049;-2.59327E-05;-0.005239537;-0.000236744;0.000239482;0.0002;-0.0054;0.0062;0.000576351
2019-07-16;-0.000735403;0.004474706;0.008412537;0.010420703;0.000240229;0.0015;-0.0124;0.0025;-0.002203229
2019-07-15;-0.002323831;0.008567177;0.011718156;-0.003230468;0.000240229;-0.006;-0.0123;-0.0172;-0.011568251
2019-07-12;-0.011406632;0.004371426;-0.003992306;-0.001906326;0.000241723;-0.0226;0.0046;-0.0109;-0.010794791
2019-07-11;-0.005512393;-0.005000554;0.00284762;0.007674699;0.000242097;-0.0195;0.0118;-0.0072;-0.006303736
2019-07-10;0.012400259;-0.001723384;-0.00429051;0.002113059;0.000242844;-0.0126;0.0152;0.0197;0.006255675
2019-07-08;0.004159996;0.030173747;0.015445399;-0.004432729;0.000244337;-0.0009;0.0091;0.0037;0.003539798
2019-07-05;0.00454082;0.005404635;-0.005773512;0.0043975;0.000245456;-0.0033;0.0004;0.0037;0.000111179
2019-07-04;0.014755122;-0.001108583;-0.001204895;-0.001799678;0.000245456;0.0162;0.0096;0.01;0.012213601
2019-07-03;0.015028789;0.001247231;0.005132143;0.008341515;0.000246202;0.0209;0.0116;0.0101;0.014593967
2019-07-02;-0.006331313;0.006247602;0.002219544;0.004790865;0.000246202;-0.0128;-0.0161;-0.0174;-0.015293894
2019-07-01;0.001165534;0.004022508;0.007089846;0.007005481;0.000246202;-0.0011;-0.0055;0.0075;0.000492742
2019-06-28;0.003204558;0.006413022;0.012626202;0.005591777;0.000246202;0.0026;0.0066;0.0127;0.007133078
2019-06-27;0.000135945;-0.005924021;0.001194492;0.002364058;0.000246202;0.002;-0.0159;0.0233;0.003911104
2019-06-26;0.00616988;0.002643543;0.004645463;-0.000213392;0.000246202;0.0217;0.0058;-0.0052;0.008102984
2019-06-25;-0.017358258;0.010040846;0.002372624;-0.001013517;0.000246202;-0.0092;-0.0262;-0.0252;-0.019478112
2019-06-24;0.000149423;0.013875791;0.011543687;-0.006390754;0.000246202;0.0025;-0.0011;0.0025;0.001454439
2019-06-21;0.013855604;0.001179526;0.003229246;-0.004024125;0.000246202;0.0078;0.0276;0.0089;0.013917759
2019-06-19;0.007973447;-0.000735658;0.003909457;-0.000270786;0.000245083;0.0165;0.0026;0.0013;0.007389269
2019-06-18;0.01666064;-0.005170894;0.000503948;0.006077262;0.000245083;0.0234;0.0125;-0.0088;0.009486031
2019-06-17;-0.003153994;0.001442714;-3.73304E-05;0.005324195;0.000245083;-0.001;0.0018;0.0128;0.004419604
2019-06-14;-0.00751208;0.011690999;-0.00907761;-0.007697196;0.00024471;-0.0177;-0.0044;-0.0176;-0.013803855
2019-06-13;0.004725674;-0.004553505;-0.006437539;0.000801258;0.00024471;-0.0159;0.0123;0.0127;0.001836801
2019-06-12;-0.006617386;0.004089819;0.001783362;-0.009446264;0.000245456;-0.0089;-0.0114;-0.026;-0.015334002
2019-06-11;0.012770896;0.006598008;-0.000697689;-0.012891218;0.000245829;0.0199;0.0191;0.0202;0.019767792
2019-06-10;-0.003305068;-0.00735828;-0.009031037;-0.00199038;0.000245829;-0.0094;-0.0041;-0.0306;-0.014937186
2019-06-07;0.005223665;0.003302357;-0.003840952;0.002803488;0.000246202;-0.0081;0.0183;-0.0061;0.000235037
2019-06-06;0.010669666;0.0036116;0.010056114;0.008193029;0.000246202;0.0254;0.0162;0.034;0.025598661
2019-06-05;-0.012278234;0.004145615;0.004999677;0.000126935;0.000246202;-0.0276;-0.013;-0.01;-0.017484854
2019-06-04;0.003394781;0.003921997;0.019913286;0.004021215;0.000246202;0.0163;0.0081;0.0139;0.013117334
2019-06-03;-0.000356246;0.0044585;0.007926081;0.002035829;0.000246202;0.0046;0.0172;-0.005;0.005055017
